season,data_source,essence_category,respiratory_category,visit_type,demographic_category,demographic_group,percent
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Hispanic or Latino,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.01
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Hispanic or Latino,0
2024-2025,ILINet,Not Applicable,ILI,Outpatient Visits,ALL,ALL,0.01
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.11
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.01
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Hispanic or Latino,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,00_04,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.01
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.13
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0.2
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.13
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Hispanic or Latino,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.11
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,05_17,0.03
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.11
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,05_17,0.01
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Hispanic or Latino,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.12
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,05_17,0.01
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Hispanic or Latino,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.22
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,05_17,0.01
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,05_17,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,05_17,0.01
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,05_17,0.02
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.13
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,05_17,0.01
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,05_17,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.16
2024-2025,ILINet,Not Applicable,ILI,Outpatient Visits,ALL,ALL,0.02
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.12
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.09
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.11
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.1
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.14
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.26
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.14
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.14
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,18_44,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,18_44,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,45_64,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.11
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.17
2024-2025,ILINet,Not Applicable,ILI,Outpatient Visits,ALL,ALL,0.01
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.12
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.18
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,00_04,0.04
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,18_44,0.01
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,00_04,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,05_17,0.01
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,05_17,0.01
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0.4
2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.14
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,05_17,0.06
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.02
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.34
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,05_17,0.01
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,05_17,0.02
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,05_17,0.09
2024-2025,ILINet,Not Applicable,ILI,Outpatient Visits,ALL,ALL,0.02
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Black Non-Hispanic,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.17
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Hispanic or Latino,0.01
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,00_04,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,00_04,0.07
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,18_44,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.03
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,00_04,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,00_04,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.07
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0.29
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,White Non-Hispanic,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.12
2024-2025,ILINet,Not Applicable,ILI,Outpatient Visits,ALL,ALL,0.02
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.02
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,00_04,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,Age Unknown,0.5
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,00_04,0.05
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.02
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,18_44,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,White Non-Hispanic,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,White Non-Hispanic,0.01
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.09
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Hispanic or Latino,0.01
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Hispanic or Latino,0.01
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,White Non-Hispanic,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.01
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,White Non-Hispanic,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,05_17,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.06
2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.02
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,00_04,0.05
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,65+,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.16
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,White Non-Hispanic,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,White Non-Hispanic,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.11
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,65+,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.01
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.01
2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,White Non-Hispanic,0.12
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Hispanic or Latino,0.12
2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.02
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,65+,0
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Hispanic or Latino,0.12
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,Age Unknown,0
2024-2025,ILINet,Not Applicable,ILI,Outpatient Visits,ALL,ALL,0.02
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.17
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,65+,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,White Non-Hispanic,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,05_17,0.03
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.03
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,65+,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,Age Unknown,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,65+,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2024-2025,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.04
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,Age Unknown,0
2024-2025,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.01
2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,05_17,0.01
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.07
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.1
2024-2025,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0
2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,18_44,0
2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,65+,0.01
2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,18_44,0.01
2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,ALL,ALL,0.01
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,65+,0
2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,Age Unknown,0
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.02
2017-2018,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,White Non-Hispanic,0
2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.01
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2015-2016,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,White Non-Hispanic,0.01
